date,temperature_2m_mean,temperature_2m_min,temperature_2m_max,wind_speed_10m_mean,wind_speed_10m_max,wind_direction_10m_dominant,precipitation_sum,snowfall_sum,relative_humidity_2m_mean,surface_pressure_mean,blh_min_m,blh_mean_m,vz_day,cams_pm2_5,cams_pm10,cams_nitrogen_dioxide,cams_sulphur_dioxide,cams_carbon_monoxide,cams_ozone
2025-06-11,23.6,15.7,30.4,9.4,15.2,110,0.0,0.0,40,952.5,105.0,951,0,11.45,14.09,2.82,6.16,176.29,85.33
2025-06-12,23.3,17.0,28.4,8.0,12.3,184,0.0,0.0,43,953.0,60.0,640,0,22.64,32.17,5.62,14.72,174.08,89.0
2025-06-13,22.8,18.0,27.8,6.3,9.3,210,0.2,0.0,51,951.9,65.0,460,0,19.46,26.42,6.28,14.27,206.33,92.33
2025-06-14,22.3,16.5,27.2,7.3,18.8,259,1.9,0.0,56,949.0,75.0,616,0,13.2,16.47,4.16,9.5,194.21,91.88
2025-06-15,21.9,17.1,26.8,7.6,15.7,320,2.2,0.0,61,947.1,20.0,717,0,12.46,14.53,3.85,7.33,194.33,85.29
2025-06-16,23.9,17.4,28.7,6.4,14.0,15,0.0,0.0,54,948.0,15.0,935,0,9.57,10.86,3.12,4.29,223.88,79.54
2025-06-17,25.9,18.5,31.9,8.2,11.9,128,0.3,0.0,44,946.2,55.0,970,0,13.45,14.58,3.43,9.67,170.46,92.75
2025-06-18,28.3,20.2,34.9,9.2,22.9,229,0.0,0.0,33,943.2,55.0,1048,0,9.12,13.54,4.58,10.17,173.46,94.92
2025-06-19,26.5,21.7,30.7,15.8,26.2,222,0.3,0.0,36,940.2,85.0,1257,0,10.7,17.87,3.94,8.23,173.12,92.88
2025-06-20,22.5,17.3,28.7,15.7,26.4,219,0.0,0.0,43,943.3,35.0,1282,0,12.9,26.77,4.9,10.28,204.96,91.83
2025-06-21,21.5,15.8,27.1,20.4,30.8,245,0.4,0.0,45,946.0,25.0,1506,0,11.35,13.67,2.82,6.22,194.38,91.04
2025-06-22,23.7,17.2,30.2,12.9,20.8,241,0.4,0.0,43,945.9,30.0,1045,0,8.21,8.8,4.6,7.38,200.67,78.79
2025-06-23,20.5,16.2,25.3,13.5,22.0,259,0.5,0.0,50,942.7,65.0,804,0,9.0,16.48,4.68,8.52,194.21,82.67
2025-06-24,19.2,13.3,23.6,9.8,14.4,258,0.3,0.0,54,944.8,80.0,930,0,12.22,12.44,3.59,7.61,205.54,82.46
2025-06-25,17.4,13.9,20.9,13.2,18.5,47,2.0,0.0,73,944.5,45.0,665,0,11.05,11.22,3.17,9.5,202.12,81.08
2025-06-26,16.1,13.7,20.1,16.7,24.7,80,21.7,0.0,83,942.4,275.0,585,0,9.18,9.72,2.42,3.97,190.58,73.54
2025-06-27,15.8,12.7,19.2,12.4,18.4,336,7.1,0.0,80,945.4,40.0,569,0,10.78,11.4,4.43,8.63,210.33,72.46
2025-06-28,19.2,12.1,24.8,10.3,20.9,163,0.0,0.0,62,942.8,60.0,670,0,13.44,13.87,5.41,13.36,183.58,80.0
2025-06-29,17.3,13.7,21.6,12.2,19.4,227,6.4,0.0,73,936.9,40.0,737,0,10.77,16.7,3.43,8.75,166.21,82.17
2025-06-30,16.3,12.4,20.2,10.8,14.5,258,1.9,0.0,77,937.3,80.0,680,0,9.78,10.42,3.63,7.87,180.04,75.75
2025-07-01,19.3,13.1,24.3,7.3,11.5,277,0.3,0.0,69,944.3,30.0,624,0,8.3,9.9,4.4,7.42,192.88,75.46
2025-07-02,21.6,14.6,26.6,5.1,8.2,327,0.0,0.0,64,949.5,15.0,639,0,9.77,12.01,6.35,8.54,239.29,79.33
2025-07-03,23.7,16.4,29.1,5.2,13.6,103,0.0,0.0,57,950.4,30.0,686,0,7.68,8.55,5.88,10.64,211.42,87.83
2025-07-04,26.3,18.9,33.4,12.8,18.4,153,0.0,0.0,41,944.2,130.0,755,0,6.7,8.17,3.4,7.88,161.5,93.88
2025-07-05,20.1,17.1,25.1,15.8,24.6,294,1.5,0.0,60,940.1,190.0,964,0,10.3,12.49,2.66,5.37,160.0,86.04
2025-07-06,20.1,14.7,24.9,11.6,19.6,290,0.0,0.0,57,944.3,60.0,995,0,9.41,9.49,3.36,6.15,174.04,81.92
2025-07-07,20.5,15.7,25.6,9.9,23.0,293,3.8,0.0,63,943.9,45.0,616,0,9.1,9.66,4.28,7.17,185.04,78.25
2025-07-08,19.6,14.5,23.7,12.0,18.9,35,0.0,0.0,54,947.9,285.0,904,0,13.67,13.9,2.68,3.59,165.58,70.79
2025-07-09,18.2,15.2,22.2,13.7,18.8,58,1.2,0.0,55,948.2,340.0,831,0,14.64,14.92,4.26,12.65,159.88,70.08
2025-07-10,19.7,14.9,24.0,11.3,17.9,40,0.0,0.0,47,948.5,35.0,1141,0,14.5,14.85,3.88,9.08,163.46,75.83
2025-07-11,20.9,13.5,26.8,9.2,18.5,267,0.4,0.0,56,949.4,35.0,959,0,14.49,14.99,4.71,7.22,184.46,79.21
2025-07-12,20.9,16.7,25.5,12.9,18.0,289,0.0,0.0,55,948.6,55.0,984,0,11.21,11.38,3.74,7.31,167.92,77.71
2025-07-13,20.1,13.6,26.0,11.8,19.6,271,0.0,0.0,46,946.8,70.0,1050,0,12.29,12.44,5.17,10.72,162.46,80.04
2025-07-14,19.7,13.6,24.8,9.9,15.2,318,0.0,0.0,45,945.3,100.0,1262,0,13.08,13.3,3.43,5.84,161.04,69.08
2025-07-15,21.2,14.4,26.7,6.7,12.3,298,0.0,0.0,44,945.0,30.0,1090,0,15.18,15.45,5.85,9.35,184.54,65.33
2025-07-16,23.9,15.7,30.1,7.8,14.9,352,0.0,0.0,38,945.5,50.0,1047,0,10.25,10.41,4.89,8.34,184.88,76.83
2025-07-17,26.8,20.8,33.2,14.2,21.4,239,0.0,0.0,31,944.9,95.0,1182,0,4.19,5.28,3.39,6.44,168.12,89.96
2025-07-18,27.0,19.4,33.0,9.2,16.0,164,0.2,0.0,35,946.2,115.0,1095,0,5.97,6.43,4.15,10.25,167.58,91.96
2025-07-19,22.5,17.3,26.2,14.3,19.3,330,0.2,0.0,51,944.5,55.0,1060,0,9.56,11.88,2.76,5.27,172.12,89.25
2025-07-20,18.9,13.0,24.2,12.6,15.2,36,0.0,0.0,46,953.0,145.0,882,0,10.85,11.14,2.31,3.45,166.96,71.17
2025-07-21,21.9,14.1,27.8,8.1,13.5,12,0.0,0.0,39,953.6,35.0,904,0,4.27,4.33,4.41,5.91,168.04,76.0
2025-07-22,23.9,16.4,29.9,8.9,17.8,83,0.0,0.0,33,953.0,95.0,1078,0,7.35,7.43,3.33,9.96,170.12,86.83
2025-07-23,25.1,19.3,29.4,8.3,16.0,115,0.0,0.0,27,946.1,190.0,691,0,7.04,7.25,3.73,12.19,152.5,81.21
2025-07-24,26.0,21.0,31.4,12.8,23.2,181,0.0,0.0,28,940.5,155.0,1040,0,5.35,7.06,2.71,6.53,158.67,90.88
2025-07-25,26.6,20.4,34.3,11.6,26.0,228,0.1,0.0,32,937.3,40.0,890,0,8.28,9.73,4.4,9.3,162.12,90.0
2025-07-26,24.4,20.1,30.4,12.0,23.8,219,0.3,0.0,49,937.9,55.0,793,0,12.81,14.35,4.71,10.4,182.58,88.04
2025-07-27,23.0,18.2,27.8,17.4,33.5,211,1.1,0.0,51,938.3,125.0,1113,0,9.93,29.53,3.63,8.4,175.17,88.58
2025-07-28,22.5,15.5,29.0,11.1,22.0,207,0.0,0.0,50,942.3,75.0,1154,0,9.48,16.45,3.94,9.15,169.96,86.21
2025-07-29,19.6,16.6,24.0,12.1,21.7,204,6.1,0.0,67,940.3,35.0,869,0,11.62,15.17,3.82,9.43,175.42,86.17
2025-07-30,18.3,15.2,22.2,7.0,12.0,242,4.5,0.0,68,938.4,40.0,576,0,13.91,23.82,5.58,13.73,192.96,78.12
2025-07-31,18.9,14.7,23.0,8.4,17.6,227,1.5,0.0,70,939.2,20.0,638,0,11.05,11.71,5.88,10.24,205.79,68.33
2025-08-01,17.9,13.8,22.5,8.7,17.1,240,1.8,0.0,77,940.4,25.0,468,0,9.24,9.53,5.32,9.64,196.79,70.17
2025-08-02,18.5,13.3,23.3,8.3,15.4,337,1.6,0.0,77,943.2,10.0,626,0,9.82,10.17,4.59,5.95,188.38,70.04
2025-08-03,17.4,13.3,21.9,12.7,19.3,6,0.3,0.0,67,950.2,240.0,846,0,8.49,8.69,2.4,2.91,182.25,62.42
2025-08-04,14.1,9.8,18.4,10.2,14.6,14,0.0,0.0,55,955.4,95.0,898,0,9.74,9.87,2.86,3.64,180.83,61.88
2025-08-05,15.1,8.5,21.0,5.0,11.4,306,0.0,0.0,54,955.6,15.0,846,0,13.78,13.98,5.79,7.48,202.46,64.5
2025-08-06,17.8,11.8,24.1,15.2,22.8,268,2.2,0.0,54,949.9,50.0,796,0,10.04,11.01,3.91,8.25,175.58,78.71
2025-08-07,18.2,10.9,24.9,9.0,13.6,76,0.3,0.0,55,947.8,75.0,532,0,8.75,8.94,4.88,14.39,184.5,73.88
2025-08-08,18.8,13.2,24.6,9.8,18.6,10,14.9,0.0,69,945.1,45.0,651,0,8.72,12.57,3.95,7.65,175.04,78.38
2025-08-09,15.8,12.4,19.9,12.7,16.3,37,0.2,0.0,63,949.6,65.0,797,0,8.83,9.06,2.93,7.33,165.29,63.88
2025-08-10,16.1,10.5,20.8,5.4,8.8,29,0.0,0.0,66,953.2,25.0,586,0,10.76,11.1,4.18,4.07,196.33,56.79
2025-08-11,18.6,11.8,24.7,8.3,16.8,113,0.0,0.0,54,951.2,45.0,704,0,10.6,10.87,5.92,9.51,177.75,74.83
2025-08-12,18.4,14.6,21.2,21.6,32.5,254,1.7,0.0,58,943.8,205.0,1120,0,7.23,7.51,2.24,6.15,162.83,88.42
2025-08-13,17.7,11.4,23.6,8.4,11.4,226,0.0,0.0,65,947.6,15.0,644,0,11.83,11.97,4.67,10.06,200.21,78.54
2025-08-14,19.4,14.7,24.4,18.7,26.9,223,3.2,0.0,54,940.4,105.0,1125,0,6.72,9.3,3.4,6.36,192.71,87.79
2025-08-15,16.7,13.1,21.3,16.5,24.4,236,3.1,0.0,72,941.1,250.0,864,0,8.34,8.48,3.24,7.64,208.5,85.04
2025-08-16,16.0,12.4,20.3,10.9,19.6,219,3.5,0.0,76,941.2,65.0,578,0,9.62,10.42,3.88,9.35,207.58,81.67
2025-08-17,15.6,11.9,20.4,13.9,23.4,232,3.3,0.0,75,942.4,70.0,658,0,8.12,9.4,3.64,7.33,189.0,75.21
2025-08-18,15.4,12.1,19.7,11.4,20.1,253,8.4,0.0,72,948.0,55.0,590,0,9.77,9.88,3.75,6.12,183.79,71.83
2025-08-19,16.5,10.9,22.5,8.3,15.1,256,0.7,0.0,68,950.0,30.0,453,0,9.99,10.67,5.33,8.14,234.54,71.46
2025-08-20,19.2,12.7,25.1,5.9,10.8,176,0.0,0.0,63,946.1,10.0,646,0,13.85,15.31,9.97,16.22,214.88,72.29
2025-08-21,20.1,15.3,25.0,9.8,15.0,256,0.1,0.0,51,942.9,35.0,666,0,4.99,6.94,3.94,7.17,193.71,77.96
2025-08-22,16.0,11.6,19.5,11.9,24.0,277,0.0,0.0,64,944.1,50.0,796,0,6.31,6.6,3.73,6.18,219.75,71.67
2025-08-23,16.8,10.8,21.8,9.8,14.9,303,1.1,0.0,68,946.9,55.0,548,0,9.79,11.14,4.33,6.73,223.88,72.75
2025-08-24,18.8,12.6,24.2,6.1,14.2,5,0.2,0.0,64,954.0,10.0,649,0,11.56,13.7,4.27,5.16,234.79,72.08
2025-08-25,19.1,12.4,24.7,10.0,13.3,58,0.0,0.0,51,957.2,100.0,567,0,5.86,5.91,3.71,8.95,188.79,72.79
2025-08-26,19.9,12.9,26.0,9.9,12.1,77,0.0,0.0,49,957.8,120.0,624,0,4.14,4.18,5.26,13.79,181.04,75.12
2025-08-27,21.4,13.5,28.6,7.1,11.3,115,0.0,0.0,42,957.7,10.0,656,0,5.0,5.01,4.09,9.64,182.33,84.38
2025-08-28,23.8,15.7,30.2,8.4,11.2,192,0.0,0.0,33,954.8,60.0,543,0,4.98,5.16,4.43,9.93,198.71,87.21
2025-08-29,22.7,18.4,26.4,8.9,15.9,354,0.2,0.0,41,951.0,55.0,648,0,6.71,10.17,4.08,7.52,185.04,81.62
2025-08-30,16.6,9.9,21.3,14.0,28.7,324,3.1,0.0,61,945.8,110.0,979,0,7.8,9.49,4.13,14.04,169.96,82.54
2025-08-31,12.3,8.5,15.9,17.5,23.2,297,0.5,0.0,61,952.1,255.0,1175,0,9.23,9.43,2.66,5.64,166.17,66.21
2025-09-01,12.3,9.0,15.8,12.4,19.2,279,2.1,0.0,77,946.9,245.0,676,0,8.58,9.46,4.11,8.46,178.67,57.79
2025-09-02,11.3,6.4,15.5,12.0,18.5,330,0.2,0.0,71,950.9,145.0,768,0,7.4,7.6,2.3,3.83,196.12,63.79
2025-09-03,13.3,8.3,18.1,5.5,10.5,326,0.0,0.0,68,956.9,20.0,616,0,9.5,10.06,5.89,9.6,226.38,58.71
2025-09-04,16.2,10.4,22.0,5.7,9.5,215,0.0,0.0,62,956.8,25.0,389,0,14.05,17.0,6.75,13.99,245.88,64.38
2025-09-05,18.0,10.5,24.2,8.4,17.2,53,0.0,0.0,60,953.2,10.0,538,0,7.26,14.86,5.26,6.63,275.17,64.71
2025-09-06,18.3,12.3,24.0,13.5,19.6,95,0.0,0.0,53,950.6,190.0,647,0,2.82,3.09,2.3,4.92,164.88,76.79
2025-09-07,19.1,13.8,25.3,9.6,17.3,133,0.2,0.0,48,945.7,20.0,696,0,5.74,11.92,4.11,9.1,185.5,73.29
2025-09-08,14.6,11.2,19.0,10.7,21.3,269,7.5,0.0,72,940.9,25.0,426,0,9.65,11.73,5.44,9.09,190.17,61.54
2025-09-09,13.5,8.8,17.4,8.2,17.6,318,0.3,0.0,68,949.4,40.0,778,0,9.76,11.38,4.31,8.91,191.75,74.21
2025-09-10,13.5,9.8,19.4,10.2,18.2,217,6.1,0.0,66,948.6,65.0,653,0,12.53,13.56,6.44,12.14,171.5,66.0
2025-09-11,11.2,7.6,14.9,11.5,17.6,278,0.5,0.0,76,949.5,55.0,678,0,8.38,8.55,4.09,7.95,176.75,54.92
2025-09-12,11.1,7.6,15.5,7.3,13.3,22,1.3,0.0,83,955.5,30.0,472,0,7.32,7.45,3.81,5.51,195.46,53.21
2025-09-13,9.2,5.6,12.6,15.4,19.8,36,1.7,0.0,71,958.1,255.0,834,0,6.72,7.19,4.0,10.65,161.25,50.75
2025-09-14,7.8,2.2,12.8,11.5,19.0,62,0.0,0.0,66,964.1,75.0,695,0,7.51,7.75,3.64,6.23,173.38,54.08
2025-09-15,10.1,3.8,15.9,17.5,23.8,83,0.0,0.0,62,960.3,220.0,636,0,6.39,6.59,2.35,3.99,159.38,58.62
2025-09-16,11.7,6.1,17.3,11.8,19.0,103,0.3,0.0,62,951.9,100.0,436,0,5.49,6.51,4.22,8.55,185.29,64.21
2025-09-17,11.0,5.8,14.9,5.8,10.6,236,0.3,0.0,73,951.8,60.0,476,0,12.38,15.01,7.99,20.35,185.46,53.08
2025-09-18,10.3,6.8,14.2,5.1,10.5,299,1.3,0.0,84,952.1,40.0,349,0,14.13,16.58,8.55,15.93,230.5,51.71
2025-09-19,9.8,6.8,14.2,7.6,15.4,314,7.2,0.0,84,953.4,45.0,424,0,9.5,10.72,4.46,5.85,222.21,64.17
2025-09-20,10.8,7.9,14.4,8.9,13.0,28,0.4,0.0,79,954.9,85.0,465,0,10.54,11.29,4.83,14.37,201.08,60.08
2025-09-21,12.2,5.7,19.0,8.8,12.6,102,0.0,0.0,68,955.9,75.0,519,0,13.06,14.03,5.26,10.47,189.04,59.75
2025-09-22,14.0,9.1,20.6,9.2,13.3,152,0.2,0.0,62,947.5,50.0,454,0,5.48,6.32,4.83,11.32,209.67,70.96
2025-09-23,11.5,8.8,14.6,11.8,20.3,303,4.7,0.0,77,949.0,105.0,561,0,7.85,9.33,3.61,6.8,191.33,64.33
2025-09-24,13.6,7.3,20.5,13.6,21.0,233,0.0,0.0,67,956.6,105.0,438,0,3.87,3.91,4.15,9.06,192.29,59.67
2025-09-25,15.8,9.4,22.3,5.9,9.8,212,0.0,0.0,67,954.2,25.0,224,0,7.41,7.47,8.77,22.41,329.38,56.46
2025-09-26,15.9,9.7,22.8,5.4,8.4,174,0.0,0.0,68,949.0,30.0,306,0,10.57,10.58,11.62,31.34,316.96,55.12
2025-09-27,15.5,9.2,22.5,7.8,15.1,209,0.0,0.0,59,949.2,65.0,526,0,5.5,5.92,5.67,11.9,212.08,64.5
2025-09-28,11.6,6.4,15.0,12.6,16.8,284,2.1,0.0,75,953.1,90.0,441,0,5.91,7.24,4.2,7.62,173.96,52.75
2025-09-29,4.5,2.3,6.2,16.7,18.3,47,0.1,0.0,75,957.4,480.0,624,0,9.87,10.09,4.75,14.27,156.92,43.12
2025-09-30,1.8,0.3,3.1,16.1,18.6,42,0.4,0.0,80,952.7,545.0,609,0,5.83,6.12,9.12,26.5,165.88,40.5
2025-10-01,2.1,-2.9,5.6,12.4,16.3,319,0.0,0.0,65,953.2,590.0,897,0,8.51,9.0,6.7,16.98,179.5,50.67
2025-10-02,4.0,2.3,5.8,17.9,24.8,257,1.3,0.07,71,954.4,430.0,789,0,6.63,6.75,3.42,7.17,170.04,54.75
2025-10-03,2.4,-1.1,5.3,6.2,9.8,323,0.2,0.0,76,963.7,20.0,603,0,7.29,7.57,5.53,12.12,225.92,48.67
2025-10-04,0.9,-2.6,6.6,11.5,20.2,306,0.0,0.0,72,963.2,35.0,780,0,7.71,8.15,5.12,9.75,214.33,50.12
2025-10-05,-0.9,-5.7,3.2,4.5,7.4,48,0.0,0.0,66,970.2,70.0,562,0,11.51,13.17,7.35,14.52,349.5,47.54
2025-10-06,1.0,-5.7,7.2,4.8,7.5,204,0.0,0.0,60,965.2,30.0,244,1,18.93,20.72,8.99,17.62,279.17,52.79
2025-10-07,2.4,-2.5,8.2,6.6,15.1,27,0.0,0.0,64,961.9,10.0,370,1,15.62,16.85,7.38,13.65,296.08,52.62
2025-10-08,1.0,-4.4,6.6,6.7,10.0,65,0.0,0.0,74,961.9,35.0,247,1,15.92,16.45,10.92,21.83,312.88,40.83
2025-10-09,3.1,-4.9,11.1,5.3,13.2,4,0.0,0.0,65,960.3,10.0,290,1,20.65,20.97,10.4,21.22,380.38,49.04
2025-10-10,3.7,-0.9,9.5,8.3,10.7,72,0.0,0.0,72,961.0,60.0,282,0,8.73,8.84,7.1,18.23,261.21,45.88
2025-10-11,3.3,-1.0,10.3,9.0,19.9,41,0.0,0.0,70,955.4,25.0,278,0,10.59,10.79,7.08,17.38,294.42,45.83
2025-10-12,-0.1,-1.3,1.7,17.9,20.6,67,1.4,0.91,80,956.2,445.0,589,0,3.95,4.09,3.88,9.74,164.42,54.92
2025-10-13,0.3,-3.9,5.0,13.2,15.8,71,0.0,0.0,70,960.9,160.0,431,0,6.61,6.88,2.39,5.24,185.38,65.08
2025-10-14,-3.1,-6.5,2.1,14.8,18.4,62,0.0,0.0,63,967.4,195.0,406,0,7.78,8.08,2.37,6.46,191.83,60.25
2025-10-15,-2.7,-8.4,4.4,16.1,18.9,92,0.0,0.0,58,971.3,310.0,424,0,2.87,3.02,2.15,5.07,197.29,61.21
2025-10-16,-0.6,-6.8,6.5,16.9,20.9,91,0.0,0.0,47,966.5,225.0,375,0,3.94,4.13,2.32,4.1,183.08,67.79
2025-10-17,1.6,-4.5,9.2,12.7,17.2,104,0.0,0.0,44,959.6,80.0,277,0,4.01,4.3,3.54,6.87,213.58,62.92
2025-10-18,3.4,-0.9,8.6,10.4,12.4,227,0.0,0.0,52,956.3,60.0,334,0,7.62,8.97,5.3,13.03,259.83,51.62
2025-10-19,0.5,-4.8,5.9,5.2,10.8,293,0.0,0.0,74,961.0,25.0,330,1,19.62,21.55,10.18,20.82,407.79,39.67
2025-10-20,1.2,-5.0,7.7,8.2,12.5,66,0.0,0.0,63,962.5,30.0,297,1,20.27,21.62,10.55,24.65,317.71,43.29
2025-10-21,2.6,-2.8,9.1,14.0,18.1,64,0.0,0.0,63,963.2,110.0,351,0,11.5,12.85,2.82,9.56,218.29,51.29
2025-10-22,3.5,-1.3,9.8,15.8,17.5,84,0.0,0.0,61,965.9,225.0,340,0,9.17,9.75,2.35,8.54,206.96,57.04
2025-10-23,4.2,-1.7,12.0,11.5,15.4,98,0.0,0.0,53,964.9,95.0,198,0,5.13,5.55,4.1,7.92,228.17,60.75
2025-10-24,5.3,-0.7,12.6,9.3,11.9,107,0.0,0.0,49,959.4,60.0,133,0,11.31,12.04,7.6,14.67,255.88,53.83
2025-10-25,5.5,1.3,9.6,7.1,11.2,97,1.7,0.0,65,950.8,10.0,61,0,26.33,32.29,11.79,17.92,438.62,41.33
2025-10-26,4.4,3.2,6.4,14.6,16.9,35,0.0,0.0,80,952.0,70.0,371,0,12.5,15.27,5.57,11.38,239.17,38.54
2025-10-27,2.7,-0.7,5.5,11.7,12.9,40,0.0,0.0,75,957.9,115.0,395,0,5.97,6.37,8.55,22.87,242.25,39.46
2025-10-28,2.9,-2.0,9.3,10.8,13.1,72,0.0,0.0,67,960.0,95.0,239,0,8.03,8.84,5.03,16.1,245.12,48.75
2025-10-29,3.2,-2.7,10.4,5.6,9.8,92,0.0,0.0,63,960.2,15.0,79,1,23.61,26.74,14.38,36.07,471.08,46.17
2025-10-30,3.3,-2.3,11.1,6.7,10.3,129,0.0,0.0,64,959.2,30.0,79,1,17.6,18.58,11.05,26.29,342.58,52.0
2025-10-31,7.0,0.8,14.1,13.3,20.1,167,0.0,0.0,61,951.0,70.0,344,0,6.98,7.77,4.67,12.0,232.42,61.46
2025-11-01,4.5,1.8,8.2,22.8,32.2,244,11.0,0.0,87,952.8,280.0,913,0,6.2,6.48,3.34,8.4,199.0,48.21
2025-11-02,4.0,2.0,6.8,11.5,17.0,191,0.0,0.0,76,955.1,230.0,551,0,11.39,11.72,5.32,14.58,217.71,47.42
2025-11-03,3.7,1.5,6.0,17.5,22.7,223,2.7,0.35,85,944.8,495.0,738,0,5.33,6.9,3.88,10.24,185.88,46.88
2025-11-04,-5.9,-14.5,1.2,14.5,19.4,307,2.6,1.82,79,954.8,380.0,629,0,3.5,3.96,2.64,5.88,226.04,57.58
2025-11-05,-11.8,-16.4,-8.8,10.8,15.9,295,0.0,0.0,72,967.6,315.0,716,0,6.55,7.02,3.64,8.53,216.5,65.17
2025-11-06,-6.9,-10.4,-3.7,20.1,27.3,227,3.0,2.1,82,964.0,470.0,674,0,6.38,7.09,3.28,7.68,199.25,58.58
2025-11-07,-3.7,-6.8,-0.9,21.2,22.3,229,0.2,0.14,68,958.7,480.0,588,0,3.67,4.22,2.93,7.17,190.96,64.67
2025-11-08,-0.3,-2.7,1.5,22.8,27.4,232,0.0,0.0,54,954.3,470.0,731,0,3.69,4.09,2.77,7.26,165.25,67.96
2025-11-09,1.0,-0.1,2.4,23.4,28.5,224,6.4,4.48,71,947.7,585.0,808,0,6.57,7.4,3.29,7.97,165.54,67.5
2025-11-10,-1.7,-3.8,0.9,18.0,28.5,268,0.6,0.14,89,952.2,540.0,767,0,2.22,2.32,3.67,8.78,216.67,44.54
2025-11-11,-0.5,-2.9,1.4,20.8,26.4,222,0.1,0.07,87,958.7,640.0,780,0,6.14,6.36,3.04,8.86,190.5,51.29
2025-11-12,1.5,0.3,2.6,20.3,24.8,231,4.5,0.07,95,953.6,400.0,599,0,3.62,4.22,3.55,7.67,185.92,55.12
2025-11-13,-2.9,-5.1,0.8,8.9,15.4,311,0.0,0.0,83,963.8,350.0,533,0,4.85,5.35,6.36,16.97,241.08,49.0
2025-11-14,-3.0,-6.6,2.2,7.2,10.3,135,0.0,0.0,64,968.1,65.0,184,1,15.72,17.35,12.9,36.03,323.08,41.71
2025-11-15,0.3,-2.9,5.7,7.3,9.7,155,0.0,0.0,52,965.5,60.0,144,0,9.76,10.37,7.58,16.44,289.58,51.42
2025-11-16,1.4,-1.7,7.1,7.6,10.1,134,0.0,0.0,47,962.1,55.0,136,0,7.83,8.42,6.23,14.25,290.17,63.75
2025-11-17,1.5,-1.9,6.8,10.7,13.4,214,0.0,0.0,57,962.6,45.0,207,1,10.18,12.83,6.24,14.95,286.12,55.88
2025-11-18,1.1,-2.7,7.5,6.7,9.0,112,0.0,0.0,66,964.2,30.0,53,1,24.29,28.97,13.71,31.88,450.33,37.83
2025-11-19,1.5,-1.4,8.0,7.2,10.1,144,0.0,0.0,55,960.3,40.0,87,1,16.48,17.67,10.96,24.99,407.5,48.25
2025-11-20,1.3,-3.2,5.7,12.3,16.0,222,0.0,0.0,68,962.3,75.0,242,0,6.88,9.11,5.4,12.84,270.12,45.08
2025-11-21,3.1,-0.1,4.5,13.3,17.4,244,6.5,0.0,94,964.2,165.0,309,0,6.8,10.7,5.38,11.21,319.21,40.0
2025-11-22,-2.4,-5.4,0.1,10.7,15.4,89,0.0,0.0,75,972.4,175.0,330,0,5.79,6.73,4.01,10.97,227.46,48.92
2025-11-23,0.3,-2.2,2.3,18.0,22.3,216,0.0,0.0,75,965.4,385.0,461,0,10.56,15.0,4.26,13.56,194.83,51.17
2025-11-24,1.5,0.7,2.4,14.8,22.8,240,4.7,0.0,98,960.8,65.0,352,0,7.38,10.98,5.89,11.37,395.62,46.54
2025-11-25,2.2,-0.3,5.5,12.1,18.7,213,0.0,0.0,92,964.5,30.0,289,0,10.32,12.84,6.06,13.07,315.0,43.67
2025-11-26,2.9,0.7,6.7,13.2,18.3,221,0.0,0.0,76,956.3,145.0,318,0,5.68,7.79,4.21,10.46,246.92,62.0
2025-11-27,-0.2,-2.0,1.9,10.5,13.2,271,0.1,0.07,89,955.4,205.0,342,0,5.81,7.54,5.19,12.18,252.04,41.21
2025-11-28,-2.5,-4.0,-1.6,5.6,7.2,33,0.0,0.0,69,964.7,195.0,545,0,4.15,4.43,5.37,15.08,280.79,60.46
2025-11-29,-3.2,-6.7,1.0,10.6,12.4,174,0.0,0.0,68,963.8,155.0,381,0,6.75,7.34,5.0,13.72,248.42,50.75
2025-11-30,-2.0,-4.7,-0.4,8.2,11.3,240,0.0,0.0,84,961.6,230.0,269,0,12.52,14.02,7.91,19.43,276.62,33.33
2025-12-01,-0.1,-1.2,1.2,4.3,7.3,221,0.0,0.0,80,963.7,10.0,142,0,17.62,18.79,9.38,19.08,582.46,29.96
2025-12-02,-1.2,-4.9,1.4,4.2,8.0,53,0.0,0.0,84,961.7,10.0,147,1,15.32,16.47,8.92,18.95,595.46,25.67
2025-12-03,-1.6,-2.4,-0.5,5.0,7.6,105,1.2,0.84,88,958.0,150.0,266,0,11.72,12.23,12.75,31.68,351.25,23.88
2025-12-04,-2.3,-2.9,-1.3,12.4,17.3,244,0.1,0.07,88,958.0,240.0,451,0,8.52,9.25,5.77,16.0,229.17,53.46
2025-12-05,-2.4,-3.6,-1.9,11.9,17.0,254,0.0,0.0,85,961.3,290.0,502,0,7.4,7.76,5.21,14.65,224.17,56.71
2025-12-06,-2.3,-3.7,-0.4,11.1,18.3,218,0.0,0.0,85,963.8,245.0,477,0,15.17,17.88,7.56,20.99,243.62,51.0
2025-12-07,-1.8,-3.1,-0.7,8.1,15.0,240,1.8,0.14,94,960.2,175.0,362,0,7.84,9.71,6.96,21.13,322.29,55.46
2025-12-08,-1.2,-2.1,-0.5,11.4,16.7,210,3.1,1.82,91,955.8,245.0,462,0,9.64,11.63,7.48,17.84,263.62,58.17
2025-12-09,-11.2,-22.5,-3.0,16.0,19.6,269,3.0,2.1,81,955.1,400.0,650,0,4.19,4.48,3.31,9.51,221.33,42.08
